id,name,latitude,longitude,dep_count,dep_mean,dep_min,dep_max,dep_median,arr_count,arr_mean,arr_min,arr_max,arr_median,statusValue,totalDocks
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,22725,855.652893289,60,20620,654.0,22428,868.286383093,60,21025,670.0,In Service,51
523,W 38 St & 8 Ave,40.75466591,-73.99138152,53101,757.736822282,60,21337,597.0,52897,773.447322154,60,20281,643.0,In Service,51
524,W 43 St & 6 Ave,40.75527307,-73.98316936,24311,766.547735593,60,19930,562.0,25067,810.421390673,60,20645,615.0,In Service,57
525,W 34 St & 11 Ave,40.75594159,-74.0021163,21763,1165.03896522,61,21596,927.0,22033,1059.71070667,61,21264,889.0,In Service,39
526,E 33 St & 5 Ave,40.74765947,-73.98490707,36594,725.880663497,60,21475,547.0,36337,776.058507857,60,21209,589.0,In Service,39
527,E 33 St & 2 Ave,40.744023,-73.976056,44705,744.637109943,60,21078,608.0,43939,704.635039487,60,21375,573.0,In Service,59
528,2 Ave & E 31 St,40.74290902,-73.97706058,36405,718.874275512,60,21030,584.0,36311,655.694114731,60,21256,525.0,In Service,39
529,W 42 St & 8 Ave,40.7575699,-73.99098507,60410,767.381774541,60,21309,587.0,46291,839.066125165,60,21251,619.0,In Service,41
530,11 Ave & W 59 St,40.771522,-73.990541,31758,1210.52456074,60,20492,1031.0,32832,1286.47127802,60,20861,1120.0,In Service,36
531,Forsyth St & Broome St,40.71893904,-73.99266288,35264,745.709647232,60,21255,587.0,35567,802.643967723,60,21578,644.0,In Service,39
532,S 5 Pl & S 4 St,40.710451,-73.960876,26573,1295.69634592,60,21387,1130.0,27129,1345.01850418,60,21309,1194.0,In Service,43
533,Broadway & W 39 St,40.75299641,-73.98721619,28604,738.158928821,60,21590,566.0,27180,788.906843267,61,21348,614.0,In Service,50
534,Water - Whitehall Plaza,40.70255065,-74.0127234,14535,1220.0370829,60,20534,1016.0,14574,987.354604089,60,20369,716.0,In Service,31
536,1 Ave & E 30 St,40.74144387,-73.97536082,38574,767.906024784,61,21529,646.0,39294,666.044510612,60,21420,550.0,In Service,29
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,59461,707.906695145,60,21593,573.0,59521,667.104164917,60,21438,550.0,In Service,39
538,E 48 St & Madison Ave,40.75666,-73.976684,12368,687.286060802,60,20379,527.5,11743,665.354679383,60,19154,519.0,In Service,34
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,17824,1188.89502917,60,20269,1068.0,18754,1203.5289005,60,21327,1046.0,In Service,31
540,Lexington Ave & E 26 St,40.74147286,-73.98320928,18109,711.032304379,60,21267,568.0,18175,699.431636864,61,20762,559.0,In Service,30
545,E 23 St & 1 Ave,40.736502,-73.97809472,41071,780.760658372,60,20838,639.0,41464,721.091669882,60,19870,576.0,In Service,27
546,E 30 St & Park Ave S,40.74444921,-73.98303529,41802,698.268671355,60,21576,534.0,41478,721.635469405,60,20806,554.0,In Service,38
2000,Front St & Washington St,40.70255088,-73.98940236,15627,1171.50220772,61,20944,921.0,17606,1011.02357151,60,21226,709.0,In Service,30
2001,Sands St & Navy St,40.699773,-73.979927,1625,846.227692308,60,17381,551.0,1912,634.266736402,60,15328,365.0,In Service,15
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,19183,1190.21034249,60,18337,1140.0,20048,1223.06534318,60,20616,1087.0,In Service,27
2003,1 Ave & E 18 St,40.73416059,-73.98024289,25691,721.150714258,60,21460,575.0,26220,690.905797101,60,20885,547.0,In Service,39
2004,6 Ave & Broome St,40.724399,-74.004704,25614,838.246232529,60,19392,643.0,26176,865.569261919,60,21238,660.0,In Service,36
2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,611,1035.50736498,78,6701,862.0,692,865.833815029,78,6367,776.0,In Service,12
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,56955,2179.98950048,60,21494,1631.0,56271,2314.94602904,60,21592,1641.0,In Service,49
2008,Little West St & 1 Pl,40.70569254,-74.01677685,29555,1268.00263915,60,21463,1102.0,29625,1209.0102616,60,21463,1056.0,In Service,24
2009,Catherine St & Monroe St,40.71117444,-73.99682619,14196,816.830656523,60,18826,574.0,14246,810.782886424,60,20983,556.0,In Service,35
2010,Grand St & Greene St,40.72165481,-74.00234737,27059,910.201189992,61,21600,693.0,28023,900.733575991,61,20925,695.0,In Service,39
2012,E 27 St & 1 Ave,40.739445,-73.976806,25953,763.561553578,60,18500,648.0,26216,722.071826366,60,20800,599.0,In Service,36
2017,E 43 St & 2 Ave,40.75022392,-73.97121414,13729,862.11887246,60,20397,718.0,13343,841.638911789,63,20402,713.0,In Service,39
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,33201,834.249390079,60,21539,604.0,31626,888.314140264,60,21411,669.0,In Service,43
2022,E 59 St & Sutton Pl,40.75849116,-73.95920622,16097,1151.32086724,60,21298,973.0,14546,1143.28942665,60,20885,928.0,In Service,33
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,15969,915.572859916,60,20198,732.0,15819,887.748087743,60,21530,697.0,In Service,36
3002,South End Ave & Liberty St,40.711512,-74.015756,49228,1095.35439181,60,21557,905.0,49580,1100.95272287,60,21298,943.0,In Service,25
3014,E.T. Bike-In Movie Valet Station ,40.722852,-73.959114,315,1585.46666667,77,11687,1391.0,166,1114.78915663,77,3008,1051.5,In Service,34
3016,Mobile 01,40.7710518564,-73.9643383026,1038,2053.58959538,84,16972,1696.0,992,1878.35584677,84,9345,1709.0,In Service,47
3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,709,1168.20733427,78,18834,891.0,705,1418.20425532,78,18450,1168.0,In Service,24
3042,Fulton St & Utica Ave,40.6794268,-73.9298911,1204,973.709302326,63,20090,532.5,1272,944.142295597,63,20090,384.5,In Service,19
3043,Lewis Ave & Decatur St,40.6814598,-73.934903,678,1175.58259587,87,15752,753.0,622,1152.81993569,87,18632,673.5,In Service,19
3044,Albany Ave & Fulton St,40.6800105,-73.938475,517,1354.01934236,118,18673,925.0,406,1374.31773399,118,18673,913.0,In Service,27
3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,767,943.81095176,63,16285,663.0,726,860.650137741,63,6529,586.5,In Service,19
3047,Halsey St & Tompkins Ave,40.6823687,-73.944118,1232,786.12987013,64,8281,509.0,1204,884.564784053,64,19925,619.0,In Service,21
3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977,852,852.085680751,65,20035,509.0,745,882.617449664,65,17097,570.0,In Service,19
3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,1222,788.261047463,73,18296,497.5,1058,719.129489603,74,19399,463.0,In Service,18
3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,1377,1010.26289034,67,18615,538.0,1187,900.51727043,67,14506,459.0,In Service,21
3052,Lewis Ave & Madison St,40.686312,-73.935775,1627,772.247080516,74,17698,449.0,1514,863.15653897,74,18615,487.5,In Service,23
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,519,965.404624277,70,10545,725.0,399,890.874686717,70,14070,693.0,In Service,23
3054,Greene Ave & Throop Ave,40.6894932,-73.942061,1202,917.891014975,77,18462,690.0,1130,880.095575221,77,20198,628.0,In Service,19
3055,Greene Ave & Nostrand Ave,40.6883337,-73.950916,913,926.220153341,64,20876,655.0,814,998.511056511,64,17581,676.5,In Service,23
3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,866,790.844110855,94,17919,576.0,818,762.825183374,90,11001,531.0,In Service,23
3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,1010,721.641584158,71,14477,431.5,937,607.823906083,71,14477,400.0,In Service,18
3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,1098,901.529143898,65,19286,657.5,972,1056.44958848,65,16797,801.0,In Service,24
3059,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,520,745.196153846,71,9634,492.5,604,675.450331126,71,5765,367.5,In Service,19
3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,1252,804.455271565,72,20140,719.0,1163,721.202923474,72,20140,598.0,In Service,19
3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,557,882.768402154,66,20847,649.0,404,852.188118812,66,9767,545.0,In Service,21
3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,1211,755.810074319,61,14071,472.0,1153,593.107545533,66,14071,382.0,In Service,23
3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,668,863.907185629,66,13174,643.5,683,945.93704246,61,19173,727.0,In Service,20
3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,2170,933.04562212,61,21493,695.5,2439,969.332513325,61,20847,712.0,In Service,23
3065,Union Ave & Wallabout St,40.70029511,-73.95032283,861,1083.55052265,82,20917,832.0,895,1019.05921788,82,20685,876.0,In Service,27
3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,988,893.746963563,89,11256,762.5,1052,828.714828897,81,20920,630.5,In Service,19
3067,Broadway & Whipple St,40.7016657,-73.9437303,1294,940.615919629,61,18881,603.0,1302,858.930875576,61,18151,598.0,In Service,27
3068,Humboldt St & Varet St,40.7031724,-73.940636,1405,1134.56939502,64,17550,923.0,1551,1087.4339136,64,17673,809.0,In Service,24
3069,Lorimer St & Broadway,40.70411791,-73.94818595,1147,822.474280732,61,10268,599.0,1217,867.629416598,61,16336,574.0,In Service,25
3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,861,728.282229965,68,13885,527.0,820,728.345121951,68,9958,547.5,In Service,23
3071,Boerum St & Broadway,40.70538077,-73.94976519,1468,906.444141689,62,20631,564.5,1582,929.053729456,62,21350,579.0,In Service,19
3072,Leonard St & Boerum St,40.70583339,-73.94644578,1075,784.645581395,62,10112,589.0,1138,811.318101933,72,10112,578.5,In Service,24
3073,Division Ave & Hooper St,40.70691254,-73.95441667,1541,1012.05451006,69,18053,762.0,1409,1042.98793471,69,16395,842.0,In Service,27
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,3278,1018.21842587,62,20456,739.0,3547,986.732168029,62,21235,698.0,In Service,31
3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,952,991.165966387,91,18596,725.5,831,1084.38146811,91,18093,770.0,In Service,33
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,1654,750.892986699,67,20629,530.0,1530,745.51372549,67,11109,558.0,In Service,24
3077,Stagg St & Union Ave,40.70877084,-73.95095259,2161,822.637667746,62,18023,546.0,2058,825.00728863,62,18023,595.0,In Service,33
3078,Broadway & Roebling St,40.70925562,-73.95982218,807,711.908302354,82,13468,420.0,807,731.0,78,9114,516.0,In Service,15
3079,Leonard St & Grand St,40.71103537,-73.94714303,2559,880.747166862,64,13713,613.0,2604,910.17281106,65,18190,612.0,In Service,24
3080,S 4 St & Rodney St,40.70934,-73.95608,1060,820.203773585,73,17970,586.0,983,795.05595117,73,5397,618.0,In Service,21
3081,Graham Ave & Grand St,40.711863,-73.944024,1979,781.80444669,60,18190,550.0,1924,860.955301455,60,18857,606.0,In Service,23
3082,Hope St & Union Ave,40.71167351,-73.95141312,1893,795.619123085,71,20200,478.0,1833,797.322422259,67,21444,451.0,In Service,25
3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,2289,1013.29357798,61,21118,712.0,2195,1032.77585421,62,20876,745.0,In Service,30
3084,Devoe St & Leonard St,40.71348658,-73.94792458,1988,770.222837022,60,18177,492.0,1902,690.368033649,60,8627,491.0,In Service,19
3085,Roebling St & N 4 St,40.71469,-73.95739,1958,852.575076609,62,21203,555.5,1878,811.261448349,62,19497,549.0,In Service,25
3086,Graham Ave & Conselyea St,40.715143,-73.944507,5169,575.147610756,61,18563,347.0,5352,540.34715994,60,19286,309.5,In Service,25
3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,4086,803.266030348,62,21507,460.0,3971,769.624276001,60,21557,435.0,In Service,36
3088,Union Ave & Jackson St,40.7160751,-73.952029,2179,868.847636531,60,16307,527.0,2212,912.454339964,61,17351,552.5,In Service,22
3089,Leonard St & Meeker Ave,40.7173184039,-73.9482021332,363,594.016528926,82,6183,403.0,276,656.963768116,62,13157,408.0,In Service,21
3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,9197,654.139502012,61,18297,411.0,9623,568.991582667,61,19695,358.0,In Service,31
3091,Frost St & Meeker St,40.71764,-73.94882,1728,727.648726852,67,12648,427.0,1553,713.641339343,67,16712,432.0,In Service,31
3092,Berry St & N 8 St,40.7190095,-73.95852515,5487,755.510297066,62,17790,422.0,5532,778.195770065,64,21415,433.0,In Service,27
3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,9066,755.815574675,60,18611,419.0,9321,622.922325931,60,21420,348.0,In Service,28
3094,Graham Ave & Withers St,40.7169811,-73.94485918,1856,753.558189655,60,19966,495.0,1712,807.571261682,60,19966,535.5,In Service,18
3095,Graham Ave & Herbert St,40.71929301,-73.94500379,1321,602.960635882,66,13492,340.0,1041,628.812680115,61,18549,402.0,In Service,23
3096,Union Ave & N 12 St,40.71924,-73.95242,848,728.654481132,68,16671,430.0,795,743.289308176,68,19644,380.0,In Service,39
3097,N Henry St & Richardson St,40.71921585,-73.9424469,3025,518.300495868,60,19399,249.0,2895,507.608981002,60,18111,266.0,In Service,19
3098,Leonard St & Bayard St,40.71928,-73.94861,2006,709.159521436,62,18151,447.5,1865,677.664879357,67,14971,421.0,In Service,43
3099,Leonard St & Manhattan Ave,40.7215224034,-73.948982656,544,652.148897059,67,8787,388.5,408,550.473039216,79,4227,351.0,In Service,19
3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,4082,830.515678589,64,19134,477.0,3999,783.050762691,67,21136,457.0,In Service,27
3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,3336,680.267086331,62,21327,393.0,3174,726.81884058,66,18881,409.0,In Service,27
3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,3927,997.180544945,61,21420,581.0,3921,925.070390207,61,20272,556.0,In Service,27
3104,Kent Ave & N 7 St,40.72057658,-73.96150225,10585,1036.29513462,61,18833,731.0,11569,944.342121186,61,21508,650.0,In Service,34
3105,N 15 St & Wythe Ave,40.724055,-73.955736,1040,804.391346154,64,13828,537.5,892,741.889013453,64,15717,477.0,In Service,24
3106,Driggs Ave & N Henry St,40.72325,-73.94308,3855,642.53229572,62,19570,415.0,3369,693.983971505,62,21086,486.0,In Service,19
3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,6203,739.276317911,68,21566,439.0,6170,682.935980551,62,21566,364.0,In Service,39
3108,Nassau Ave & Russell St,40.72557,-73.94434,5159,747.351812367,60,18591,515.0,5074,717.937327552,60,18889,492.0,In Service,24
3109,Banker St & Meserole Ave,40.72606,-73.95621,2704,730.822485207,63,16516,432.0,2682,665.816927666,63,17274,368.0,In Service,31
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3864,689.780538302,61,21087,437.0,3721,680.257457673,61,21087,448.0,In Service,27
3111,Norman Ave & Leonard St,40.7258483,-73.95064893,2891,709.195434106,63,21525,410.0,2656,730.733057229,63,16995,422.5,In Service,25
